Age,Income,Credit_Score,Employment_Status,Previous_Loan_Default,Loan_Eligibility
29,28423,730,Unemployed,0,No
34,53169,800,Student,1,No
34,66170,703,Unemployed,0,No
23,62294,719,Unemployed,1,No
25,29521,610,Employed,1,No
29,39010,660,Unemployed,0,No
28,21428,668,Unemployed,1,No
28,50493,787,Unemployed,1,No
27,47810,769,Unemployed,0,No
35,56444,811,Employed,0,No
31,77043,662,Student,0,No
24,26509,752,Student,0,No
26,75212,561,Unemployed,1,No
23,62844,802,Student,0,No
18,57360,509,Employed,0,No
32,57272,567,Student,0,No
35,89142,520,Student,0,No
20,81589,548,Student,1,No
26,61574,677,Student,0,No
35,61048,752,Employed,0,No
30,59117,732,Student,0,No
29,33466,514,Unemployed,0,No
18,38184,553,Student,1,No
25,42307,545,Unemployed,1,No
35,20647,526,Student,0,No
21,26291,655,Unemployed,1,No
28,69749,638,Employed,0,Yes
22,80384,561,Unemployed,1,No
22,74171,826,Student,0,No
34,89152,623,Employed,1,No
33,56771,664,Employed,1,No
25,32032,635,Student,0,No
29,51768,837,Employed,0,Yes
20,29849,753,Unemployed,0,No
18,48329,739,Student,0,No
33,33701,674,Unemployed,1,No
27,79509,835,Unemployed,0,No
22,48676,686,Student,1,No
34,46610,704,Unemployed,0,No
26,75455,584,Employed,1,No
21,39305,736,Unemployed,0,No
25,22174,735,Unemployed,1,No
18,82421,838,Employed,1,No
29,54809,560,Employed,0,No
29,76554,608,Unemployed,1,No
34,76472,760,Student,0,No
32,55728,689,Unemployed,0,No
30,75389,599,Student,0,No
30,43153,804,Student,1,No
34,76828,555,Employed,0,No
25,34559,612,Unemployed,0,No
19,54888,622,Unemployed,0,No
26,49683,817,Employed,1,No
30,71496,551,Unemployed,1,No
33,46962,587,Unemployed,1,No
27,57745,501,Unemployed,0,No
34,82489,656,Employed,0,No
23,61302,848,Unemployed,0,No
23,63536,733,Unemployed,0,No
33,76088,671,Unemployed,0,No
26,30089,587,Employed,0,No
29,82105,798,Unemployed,1,No
25,81940,556,Unemployed,0,No
27,49922,768,Employed,0,Yes
22,32308,551,Student,1,No
32,84312,679,Employed,1,No
33,53231,686,Student,0,No
29,59470,670,Employed,1,No
21,55381,765,Employed,0,Yes
22,73781,612,Employed,0,Yes
29,85251,515,Unemployed,1,No
29,47041,545,Unemployed,1,No
21,55903,820,Employed,1,No
34,42931,635,Employed,1,No
28,71252,801,Student,1,No
27,44978,521,Employed,1,No
21,76814,732,Employed,1,No
27,34442,504,Student,0,No
32,39690,767,Student,0,No
27,83809,647,Unemployed,1,No
18,79488,520,Unemployed,1,No
21,26972,750,Student,0,No
31,66170,838,Unemployed,0,No
26,38051,679,Student,0,No
20,55477,573,Employed,0,No
31,30579,648,Unemployed,0,No
33,66482,627,Employed,1,No
31,72312,550,Student,1,No
27,42715,788,Student,1,No
22,46149,628,Unemployed,1,No
35,46151,654,Student,0,No
27,80444,779,Unemployed,1,No
31,32588,570,Employed,1,No
28,86036,850,Employed,1,No
32,66424,718,Student,1,No
31,80461,514,Employed,0,No
31,31590,571,Employed,1,No
25,87135,691,Unemployed,1,No
19,71466,564,Student,0,No
32,87896,735,Unemployed,0,No
19,55412,832,Unemployed,1,No
21,58086,789,Student,1,No
19,35917,799,Employed,0,Yes
24,87667,573,Employed,1,No
22,49300,845,Employed,0,Yes
27,60749,503,Student,0,No
21,28800,500,Unemployed,0,No
34,32696,626,Unemployed,0,No
33,23231,758,Student,1,No
19,35966,653,Student,1,No
23,50792,779,Student,1,No
21,76669,574,Employed,0,No
23,38571,836,Unemployed,0,No
34,46260,743,Student,1,No
27,33109,801,Student,1,No
26,71273,697,Employed,0,Yes
32,74643,717,Unemployed,0,No
27,79910,561,Employed,1,No
18,59683,517,Employed,1,No
19,66494,571,Student,1,No
26,21195,581,Student,0,No
29,88820,699,Employed,0,Yes
23,39844,680,Employed,1,No
32,38355,642,Employed,1,No
30,28940,830,Student,1,No
33,43642,794,Employed,1,No
22,62477,801,Employed,1,No
30,28856,523,Unemployed,0,No
25,32653,840,Unemployed,1,No
33,62422,618,Employed,0,No
21,42806,696,Student,0,No
19,52831,558,Unemployed,0,No
32,69063,810,Employed,0,No
23,62094,555,Employed,1,No
30,37460,826,Employed,0,Yes
24,53095,751,Student,1,No
25,46370,582,Student,0,No
20,23177,822,Employed,0,No
24,24356,571,Unemployed,1,No
31,29432,674,Unemployed,1,No
24,47194,792,Student,1,No
29,38071,534,Student,1,No
30,29288,791,Unemployed,0,No
34,59089,551,Unemployed,1,No
25,26747,807,Employed,1,No
18,49362,648,Student,1,No
29,28906,580,Student,0,No
35,51640,765,Employed,1,No
30,27424,779,Employed,0,No
33,54478,834,Unemployed,0,No
28,75234,633,Unemployed,1,No
19,38256,604,Employed,1,No
19,50882,752,Unemployed,0,No
29,29275,713,Employed,0,No
35,82753,566,Student,0,No
21,24666,754,Employed,0,No
29,76559,744,Student,0,No
18,27255,513,Unemployed,1,No
18,83199,526,Student,1,No
22,76324,718,Employed,0,Yes
21,77403,560,Employed,1,No
29,45381,675,Student,0,No
25,50413,547,Employed,0,No
25,74141,774,Employed,0,Yes
18,52757,529,Unemployed,0,No
22,77482,592,Student,0,No
28,65831,808,Employed,0,Yes
27,37002,810,Student,1,No
21,30066,539,Student,0,No
33,66787,612,Student,1,No
29,58362,834,Unemployed,1,No
28,85987,553,Unemployed,1,No
31,83728,643,Unemployed,0,No
22,88287,618,Student,0,No
21,68809,572,Unemployed,0,No
32,79475,558,Unemployed,1,No
19,55428,642,Employed,1,No
27,31074,530,Student,1,No
33,22470,695,Student,1,No
19,49418,605,Student,0,No
31,89794,526,Employed,1,No
19,65587,513,Employed,1,No
26,48382,514,Student,1,No
31,27486,555,Employed,1,No
27,80752,717,Employed,1,No
23,69976,739,Employed,0,Yes
22,21990,643,Employed,1,No
20,52759,777,Student,1,No
30,25060,815,Student,1,No
26,52835,834,Employed,0,Yes
21,60225,791,Employed,1,No
26,43433,727,Student,0,No
32,21162,738,Unemployed,1,No
33,48553,709,Unemployed,0,No
26,61160,532,Student,0,No
26,56194,632,Student,0,No
25,42871,575,Employed,0,No
25,35000,835,Unemployed,0,No
34,77712,796,Student,0,No
35,49878,531,Employed,1,No
26,22112,847,Student,0,No
25,65839,555,Unemployed,1,No
21,86982,539,Unemployed,0,No
28,68674,848,Student,0,No
31,57104,573,Unemployed,1,No
29,63907,708,Employed,1,No
33,58543,818,Unemployed,0,No
29,25847,648,Unemployed,0,No
21,47719,660,Employed,1,No
24,69655,798,Unemployed,0,No
30,30281,539,Unemployed,1,No
35,35891,770,Unemployed,1,No
34,88201,725,Student,1,No
24,58412,624,Student,0,No
29,50263,733,Student,0,No
25,78328,709,Student,0,No
29,86275,539,Student,1,No
25,78847,714,Unemployed,0,No
35,52105,708,Employed,0,No
26,57602,674,Student,0,No
20,73543,715,Employed,0,Yes
33,45965,592,Student,0,No
23,35832,714,Student,1,No
21,36567,517,Student,0,No
23,29570,567,Employed,1,No
31,66447,565,Student,0,No
27,35601,672,Student,0,No
19,29666,681,Student,1,No
32,77106,648,Student,0,No
23,86764,542,Unemployed,0,No
29,79444,694,Student,1,No
23,86672,801,Student,0,No
25,58974,752,Student,0,No
34,88838,796,Employed,1,No
27,62310,696,Student,0,No
22,25496,607,Student,1,No
28,33037,677,Student,0,No
21,57728,640,Student,1,No
25,42193,647,Student,0,No
25,56520,572,Unemployed,0,No
35,86676,586,Unemployed,0,No
35,45576,503,Student,0,No
29,46626,644,Employed,1,No
32,88274,564,Student,1,No
21,35720,727,Student,1,No
26,31385,570,Student,0,No
29,30363,613,Employed,0,Yes
28,40542,759,Student,1,No
32,87219,844,Unemployed,1,No
19,76803,551,Employed,1,No
24,24670,824,Employed,0,No
25,37940,800,Student,0,No
24,54771,740,Unemployed,1,No
23,85106,644,Unemployed,0,No
20,87673,609,Unemployed,1,No
20,84315,785,Employed,0,Yes
23,25087,714,Employed,1,No
30,50764,826,Student,1,No
34,43601,653,Unemployed,1,No
33,84254,822,Student,1,No
35,83040,651,Unemployed,0,No
21,57653,714,Student,1,No
25,75687,559,Unemployed,1,No
28,34881,677,Employed,1,No
22,83404,750,Employed,1,No
25,23796,648,Student,0,No
31,27969,787,Student,1,No
28,73900,700,Student,1,No
30,54170,527,Student,1,No
25,64543,825,Unemployed,1,No
32,73714,613,Employed,0,No
35,47027,820,Unemployed,1,No
22,22610,510,Student,0,No
28,66229,783,Unemployed,0,No
34,47585,685,Employed,0,No
23,71842,617,Student,0,No
29,63450,711,Unemployed,0,No
18,24728,510,Employed,0,No
34,72158,748,Unemployed,0,No
27,59513,512,Unemployed,0,No
19,55711,563,Student,1,No
22,55389,543,Unemployed,0,No
34,74444,510,Unemployed,0,No
21,71265,599,Employed,1,No
28,75725,762,Employed,0,Yes
27,55920,734,Unemployed,0,No
26,81787,692,Student,1,No
20,49131,708,Employed,1,No
33,57279,773,Employed,0,No
30,22256,754,Employed,1,No
29,34195,731,Unemployed,0,No
30,50423,728,Student,1,No
21,60712,670,Unemployed,0,No
21,42184,606,Student,0,No
20,38524,706,Employed,1,No
34,50465,530,Student,1,No
31,60823,672,Unemployed,0,No
28,73285,502,Student,0,No
35,84058,779,Student,1,No
25,62183,736,Employed,1,No
34,30673,553,Student,0,No
30,36683,506,Unemployed,0,No
23,45869,724,Unemployed,0,No
31,84904,587,Employed,1,No
22,74807,704,Unemployed,1,No
21,77079,650,Employed,1,No
34,62255,814,Student,0,No
22,58036,767,Employed,0,Yes
29,88076,809,Student,1,No
32,47606,669,Employed,0,No
23,88731,742,Unemployed,1,No
31,43491,576,Student,0,No
18,60873,596,Unemployed,0,No
35,80108,669,Unemployed,0,No
32,40506,534,Student,0,No
29,21851,598,Student,1,No
31,60075,688,Employed,1,No
26,46553,539,Employed,0,No
21,48369,643,Unemployed,1,No
21,36607,767,Employed,1,No
28,56338,815,Employed,1,No
24,42033,501,Unemployed,0,No
20,39200,573,Unemployed,1,No
18,62380,539,Unemployed,0,No
34,77630,717,Employed,1,No
28,59656,756,Unemployed,0,No
35,71543,693,Student,1,No
29,60863,767,Student,0,No
24,41773,824,Student,0,No
31,77887,750,Employed,1,No
21,77070,833,Student,0,No
18,67931,738,Employed,1,No
31,48020,815,Employed,0,No
30,69047,591,Employed,0,No
24,77944,684,Employed,0,Yes
18,60683,668,Unemployed,1,No
26,85902,506,Employed,1,No
19,56038,828,Student,1,No
19,53166,640,Employed,0,Yes
18,81709,811,Employed,1,No
33,42776,742,Employed,0,No
19,68435,514,Employed,0,No
23,37255,542,Student,0,No
19,78114,826,Employed,0,Yes
28,32776,778,Student,0,No
18,63603,844,Student,0,No
29,87677,507,Employed,1,No
31,28058,533,Unemployed,0,No
26,31005,588,Student,0,No
26,46041,758,Student,0,No
18,60784,640,Employed,1,No
21,64754,738,Employed,0,Yes
32,31555,559,Unemployed,0,No
20,44334,662,Employed,0,Yes
23,21368,611,Employed,1,No
32,30652,626,Student,0,No
22,60696,527,Student,1,No
23,56564,571,Employed,1,No
31,49617,596,Student,0,No
23,58657,632,Employed,1,No
26,32112,750,Student,1,No
29,88556,730,Employed,0,Yes
19,70551,579,Employed,0,No
31,65471,830,Employed,1,No
24,64850,757,Employed,1,No
20,87275,607,Student,0,No
32,54189,516,Unemployed,0,No
33,38325,739,Employed,1,No
29,69533,837,Employed,0,Yes
28,33711,822,Student,0,No
23,75234,743,Student,1,No
21,44525,683,Student,0,No
32,44400,511,Student,1,No
31,72341,742,Unemployed,1,No
29,64286,747,Employed,1,No
27,25259,619,Employed,0,No
31,75822,637,Employed,1,No
18,41499,762,Unemployed,1,No
34,46012,790,Unemployed,0,No
28,27051,546,Student,0,No
29,80124,702,Unemployed,1,No
18,39331,602,Unemployed,1,No
27,30534,594,Unemployed,0,No
31,31818,625,Unemployed,1,No
18,82566,581,Student,0,No
33,71648,608,Student,1,No
32,51816,549,Student,0,No
28,37501,704,Student,1,No
31,71622,773,Unemployed,1,No
33,23525,613,Employed,0,No
25,68382,685,Student,0,No
30,30127,830,Unemployed,0,No
33,44637,522,Unemployed,1,No
31,32170,673,Student,0,No
31,39758,645,Student,1,No
33,24564,633,Student,0,No
23,72194,849,Employed,0,Yes
32,30831,677,Employed,0,No
30,21602,582,Student,0,No
34,70330,732,Unemployed,1,No
30,75372,527,Student,1,No
26,35198,809,Student,1,No
33,63917,773,Student,0,No
23,75583,772,Student,0,No
22,20911,672,Employed,1,No
24,87488,814,Employed,1,No
31,26362,737,Student,0,No
21,84175,735,Student,0,No
29,53072,717,Student,1,No
18,55027,591,Student,1,No
31,22296,728,Student,1,No
19,34638,682,Employed,0,Yes
35,71932,627,Unemployed,0,No
35,32395,564,Employed,0,No
33,76505,640,Student,1,No
25,88623,791,Student,0,No
20,62806,690,Unemployed,0,No
21,70058,762,Employed,0,Yes
28,59581,716,Student,0,No
23,53666,834,Employed,0,Yes
31,35260,598,Employed,1,No
27,87376,776,Unemployed,0,No
29,81986,610,Student,1,No
23,56287,756,Employed,0,Yes
30,43758,847,Student,1,No
18,73370,606,Unemployed,1,No
22,56014,636,Student,1,No
21,49009,615,Unemployed,1,No
25,28352,813,Student,1,No
31,63090,777,Student,1,No
35,21647,675,Student,1,No
29,78246,577,Student,1,No
24,89761,587,Employed,1,No
26,72813,516,Employed,0,No
33,65259,542,Unemployed,1,No
27,58249,661,Student,1,No
18,40434,819,Employed,0,Yes
29,76561,712,Unemployed,1,No
35,84324,620,Student,0,No
30,36186,549,Student,0,No
24,34500,792,Student,0,No
23,72575,781,Student,1,No
24,74811,806,Student,1,No
29,33846,840,Employed,1,No
34,89796,700,Unemployed,1,No
33,80806,646,Student,0,No
23,72435,647,Unemployed,1,No
32,42579,849,Unemployed,1,No
31,74823,710,Unemployed,0,No
25,38162,812,Employed,0,Yes
31,22992,666,Employed,0,No
23,81854,850,Unemployed,1,No
18,71031,782,Employed,0,Yes
23,80000,688,Employed,0,Yes
23,81888,602,Student,0,No
27,28495,515,Unemployed,1,No
32,52118,850,Employed,1,No
25,43183,736,Employed,0,Yes
28,40875,625,Student,0,No
18,24236,849,Employed,1,No
34,81631,697,Unemployed,1,No
26,35857,810,Employed,0,Yes
32,83020,530,Student,1,No
19,67628,704,Employed,1,No
31,36260,553,Unemployed,1,No
21,42145,687,Student,1,No
22,51859,747,Unemployed,1,No
21,63257,828,Employed,0,Yes
32,84431,625,Student,1,No
27,78284,669,Student,1,No
26,24685,571,Unemployed,1,No
18,48969,689,Employed,1,No
27,60194,581,Employed,1,No
33,77653,844,Student,0,No
22,39205,811,Student,1,No
26,49873,514,Unemployed,1,No
22,21581,632,Student,1,No
33,42335,676,Employed,0,No
34,61195,767,Student,1,No
33,42167,768,Student,0,No
33,69790,507,Employed,0,No
28,49468,658,Unemployed,0,No
22,56479,811,Employed,0,Yes
24,66727,755,Student,0,No
34,49933,603,Student,0,No
30,32955,668,Employed,0,Yes
26,30413,528,Student,0,No
25,53563,593,Employed,0,No
25,79777,590,Unemployed,1,No
35,56369,546,Employed,0,No
20,37373,767,Student,0,No
24,49830,624,Employed,1,No
32,32880,774,Unemployed,1,No
20,45745,744,Unemployed,1,No
20,82394,601,Unemployed,0,No
33,59316,791,Unemployed,1,No
21,78017,829,Unemployed,1,No
18,52997,708,Employed,1,No
33,43138,668,Employed,1,No
34,57192,830,Student,1,No
35,52639,674,Student,1,No
32,34610,593,Student,0,No
28,86787,740,Student,0,No
23,28593,721,Employed,1,No
21,78090,675,Employed,0,Yes
24,34249,618,Unemployed,1,No
34,60027,663,Employed,1,No
21,59329,812,Unemployed,0,No
28,40498,598,Student,0,No
23,40595,666,Employed,1,No
31,55308,617,Student,1,No
27,68600,574,Student,1,No
29,61333,730,Student,1,No
30,74673,502,Student,0,No
31,66348,830,Unemployed,1,No
26,22553,603,Unemployed,1,No
27,68952,512,Student,1,No
30,62688,785,Employed,0,Yes
24,85921,725,Student,0,No
20,51868,582,Student,1,No
33,26029,837,Student,1,No
25,56718,810,Employed,1,No
19,33295,528,Employed,1,No
26,68424,724,Student,0,No
33,37600,537,Student,1,No
22,39715,801,Student,0,No
35,31535,724,Unemployed,1,No
35,54172,785,Employed,1,No
18,38411,534,Employed,1,No
29,78437,609,Unemployed,1,No
32,49842,735,Student,1,No
24,53951,630,Employed,0,Yes
22,35622,828,Student,1,No
30,83747,524,Employed,0,No
34,68952,508,Employed,1,No
19,86088,667,Employed,1,No
27,63745,824,Unemployed,0,No
20,34723,772,Unemployed,0,No
32,45020,537,Employed,1,No
26,81042,731,Employed,0,Yes
28,29571,593,Employed,1,No
32,89168,721,Unemployed,1,No
27,20832,819,Student,0,No
18,49521,665,Student,0,No
26,49214,799,Employed,1,No
35,79998,834,Employed,0,No
29,40002,596,Unemployed,0,No
27,43800,551,Unemployed,0,No
22,65681,535,Student,1,No
25,47368,603,Student,0,No
31,55530,619,Unemployed,1,No
18,37997,725,Unemployed,1,No
18,78189,606,Student,0,No
32,77481,704,Unemployed,0,No
30,36338,547,Unemployed,0,No
23,47477,561,Student,1,No
28,74411,597,Unemployed,0,No
34,67167,744,Student,0,No
32,22116,503,Student,1,No
30,33115,681,Student,1,No
20,76904,833,Student,0,No
20,71076,741,Unemployed,1,No
28,25946,572,Unemployed,0,No
18,36770,765,Unemployed,0,No
33,25110,531,Employed,0,No
27,68719,816,Student,0,No
31,42599,589,Employed,0,No
23,67850,556,Unemployed,0,No
33,46748,656,Student,1,No
26,62083,514,Unemployed,1,No
18,81669,517,Employed,0,No
31,26094,776,Student,0,No
23,33122,507,Student,0,No
20,75034,533,Unemployed,1,No
32,74404,774,Student,0,No
18,60819,743,Student,1,No
22,62320,836,Employed,1,No
21,82624,752,Employed,0,Yes
22,48745,763,Unemployed,0,No
25,30772,548,Employed,1,No
27,33792,627,Unemployed,1,No
23,59466,668,Employed,1,No
34,87751,795,Student,0,No
28,75315,691,Employed,0,Yes
19,70466,823,Unemployed,0,No
23,21877,573,Employed,0,No
25,41218,703,Student,0,No
33,83418,676,Unemployed,1,No
32,48159,732,Employed,1,No
35,77653,560,Employed,1,No
34,64217,672,Unemployed,1,No
28,83878,781,Student,0,No
28,88035,634,Unemployed,1,No
31,23331,778,Unemployed,0,No
25,79956,556,Unemployed,1,No
22,65563,657,Student,1,No
35,30874,758,Unemployed,1,No
34,45543,572,Employed,0,No
18,46041,681,Employed,0,Yes
34,88818,524,Employed,1,No
35,50202,771,Unemployed,1,No
23,33125,848,Unemployed,0,No
22,75576,603,Student,0,No
30,58862,699,Employed,1,No
33,81342,664,Unemployed,1,No
18,29813,628,Employed,1,No
24,28757,530,Student,0,No
22,83036,582,Unemployed,1,No
23,74920,700,Employed,0,Yes
25,65928,536,Unemployed,1,No
22,72617,563,Employed,0,No
24,78114,572,Employed,1,No
28,21411,826,Unemployed,1,No
34,33449,821,Employed,1,No
25,77445,652,Unemployed,1,No
22,29227,674,Student,0,No
30,53482,557,Employed,1,No
31,42079,749,Student,0,No
34,33506,545,Employed,1,No
25,84819,721,Student,0,No
21,56726,641,Student,1,No
31,52931,682,Unemployed,0,No
21,83641,624,Employed,1,No
25,76854,840,Student,0,No
33,69259,810,Employed,1,No
19,34129,802,Employed,0,Yes
21,35397,622,Student,1,No
30,25225,677,Employed,1,No
32,88519,519,Student,1,No
18,48316,790,Unemployed,0,No
28,32950,649,Student,0,No
32,53228,683,Employed,1,No
29,52597,641,Student,0,No
28,80057,825,Student,0,No
24,62189,705,Student,0,No
33,31648,670,Student,0,No
28,60086,551,Employed,0,No
30,61015,818,Student,0,No
30,46496,635,Employed,1,No
29,64171,724,Student,0,No
23,62304,508,Unemployed,0,No
27,86338,828,Employed,1,No
35,43318,703,Employed,0,No
24,32237,546,Employed,1,No
26,39105,674,Employed,1,No
30,37436,697,Unemployed,1,No
20,62445,615,Student,0,No
25,40317,841,Student,0,No
33,49421,612,Unemployed,0,No
32,48307,574,Unemployed,1,No
25,22722,813,Student,1,No
31,45197,711,Unemployed,1,No
30,54274,686,Student,1,No
29,67777,620,Student,1,No
20,37628,664,Employed,0,Yes
35,36877,549,Employed,1,No
35,61089,553,Employed,0,No
29,49355,738,Student,0,No
32,77392,754,Employed,1,No
20,42458,511,Employed,1,No
35,27542,677,Student,0,No
20,66453,533,Employed,1,No
26,23614,806,Student,1,No
22,71936,610,Employed,1,No
27,59932,669,Unemployed,1,No
22,61216,503,Employed,0,No
29,35687,536,Employed,0,No
34,74225,582,Employed,0,No
25,43506,592,Unemployed,1,No
21,63488,545,Unemployed,1,No
30,73421,695,Employed,1,No
22,64996,593,Unemployed,1,No
29,43253,720,Student,1,No
20,44191,633,Student,0,No
25,66032,831,Employed,0,Yes
28,79208,548,Employed,1,No
18,27982,785,Unemployed,1,No
21,42087,500,Employed,0,No
18,62842,696,Student,0,No
29,29094,588,Unemployed,1,No
23,48622,676,Unemployed,0,No
29,43190,725,Employed,0,Yes
34,39510,727,Unemployed,0,No
35,35765,659,Student,0,No
29,43647,802,Employed,0,Yes
21,85228,598,Employed,0,No
28,79594,837,Employed,1,No
32,35254,842,Employed,0,No
28,52272,687,Unemployed,0,No
33,44686,706,Unemployed,1,No
19,82970,837,Employed,0,Yes
34,31921,839,Employed,1,No
34,89720,767,Student,0,No
27,61984,569,Student,0,No
27,75878,706,Student,1,No
20,84286,512,Student,0,No
28,83452,812,Student,1,No
33,57643,850,Employed,0,No
34,25456,596,Unemployed,1,No
35,42722,828,Student,0,No
35,23665,524,Student,1,No
24,66106,775,Unemployed,1,No
34,88679,591,Employed,1,No
19,48114,550,Student,0,No
25,61983,537,Employed,0,No
33,47097,792,Employed,0,No
19,70002,605,Employed,0,Yes
27,20621,623,Employed,1,No
23,71107,616,Student,1,No
19,40437,572,Employed,0,No
26,75422,848,Employed,1,No
24,55732,709,Employed,0,Yes
31,74216,693,Student,0,No
33,53216,807,Unemployed,1,No
19,78868,565,Employed,0,No
20,34992,559,Unemployed,1,No
20,44033,774,Student,0,No
26,72193,645,Employed,1,No
27,54275,555,Unemployed,1,No
24,31338,784,Student,0,No
22,87924,518,Student,1,No
21,34602,617,Unemployed,1,No
23,30958,534,Unemployed,1,No
29,77423,573,Student,0,No
34,44768,607,Employed,1,No
19,21862,578,Student,1,No
23,65890,736,Unemployed,0,No
30,69811,578,Student,0,No
25,44112,821,Unemployed,1,No
32,23317,725,Unemployed,0,No
34,57723,785,Unemployed,0,No
35,61622,529,Unemployed,0,No
31,87901,773,Unemployed,0,No
28,68545,519,Unemployed,0,No
25,20773,695,Unemployed,0,No
30,35681,614,Employed,0,Yes
35,29689,510,Employed,1,No
30,57023,815,Student,1,No
25,84298,813,Student,1,No
32,82800,578,Student,1,No
25,38927,646,Employed,0,Yes
30,53713,582,Student,0,No
31,59302,573,Unemployed,1,No
31,49751,705,Unemployed,1,No
24,73188,715,Student,1,No
32,78181,698,Student,1,No
28,62730,840,Student,0,No
34,46989,625,Unemployed,0,No
24,67633,737,Employed,1,No
29,60225,609,Student,0,No
33,34240,777,Employed,1,No
27,74017,526,Unemployed,0,No
28,40541,837,Student,1,No
23,78062,512,Employed,0,No
30,42589,639,Employed,0,Yes
30,45927,577,Student,1,No
32,52204,566,Student,1,No
34,24627,846,Unemployed,0,No
20,22813,504,Unemployed,1,No
20,61064,682,Unemployed,0,No
24,60312,533,Student,1,No
32,82270,673,Employed,0,No
27,59746,551,Employed,0,No
22,41398,712,Unemployed,1,No
23,81547,643,Employed,0,Yes
21,39221,727,Unemployed,0,No
22,69931,742,Student,1,No
23,22615,800,Employed,1,No
32,43833,729,Unemployed,1,No
29,64535,543,Student,0,No
23,37687,819,Student,1,No
22,34545,842,Unemployed,1,No
27,30888,681,Employed,1,No
18,74753,586,Student,1,No
24,87295,643,Employed,0,Yes
33,61755,585,Unemployed,0,No
27,54486,729,Student,1,No
19,55761,836,Student,0,No
28,24112,566,Employed,0,No
18,59676,694,Unemployed,1,No
30,70907,518,Employed,1,No
30,63992,687,Employed,1,No
31,64843,567,Student,1,No
35,45284,750,Student,1,No
20,78965,843,Unemployed,1,No
34,34879,511,Unemployed,0,No
25,29753,590,Student,0,No
22,51056,544,Unemployed,0,No
18,64713,816,Unemployed,0,No
32,63371,840,Unemployed,0,No
19,38181,602,Employed,0,Yes
23,32019,546,Unemployed,1,No
25,47553,525,Employed,0,No
30,61996,820,Employed,0,Yes
33,45860,753,Employed,0,No
33,57757,846,Employed,0,No
32,44238,759,Unemployed,0,No
23,45915,634,Unemployed,0,No
21,29932,596,Unemployed,1,No
25,41289,702,Employed,1,No
31,86408,827,Student,0,No
31,52892,676,Employed,0,No
34,20915,835,Employed,1,No
27,41137,533,Unemployed,0,No
33,65118,530,Employed,1,No
20,78449,506,Employed,0,No
28,67379,848,Employed,0,Yes
26,61820,730,Student,1,No
29,85496,653,Student,1,No
35,44941,616,Employed,0,No
19,66254,709,Student,1,No
28,72853,737,Student,1,No
22,38623,697,Student,0,No
22,61513,695,Employed,0,Yes
30,67934,507,Student,0,No
22,44105,611,Unemployed,0,No
30,81903,576,Student,1,No
24,22841,754,Student,0,No
27,56394,616,Unemployed,1,No
33,76735,722,Unemployed,1,No
19,66316,554,Unemployed,1,No
33,57921,572,Unemployed,1,No
24,74571,751,Unemployed,1,No
23,64378,822,Student,1,No
21,36964,771,Student,1,No
29,36794,689,Employed,1,No
20,22321,728,Student,1,No
25,47453,667,Employed,0,Yes
28,82414,643,Employed,1,No
28,45477,565,Student,0,No
25,52649,750,Employed,1,No
18,61085,761,Unemployed,1,No
22,62159,541,Employed,1,No
32,54866,534,Student,1,No
24,56203,573,Student,0,No
33,52320,614,Employed,0,No
28,66683,817,Student,0,No
26,61947,748,Student,0,No
24,35776,651,Employed,0,Yes
24,88616,758,Student,0,No
30,75442,505,Student,1,No
24,38882,651,Unemployed,0,No
31,30316,688,Student,0,No
32,70072,784,Unemployed,1,No
28,34122,640,Student,1,No
24,79419,645,Unemployed,0,No
28,22222,563,Unemployed,1,No
35,82534,688,Unemployed,1,No
30,23337,821,Student,1,No
30,43330,667,Employed,0,Yes
27,62469,789,Employed,0,Yes
34,27321,567,Student,0,No
20,38338,577,Unemployed,0,No
25,32040,684,Student,1,No
20,74085,675,Unemployed,1,No
30,28146,768,Student,1,No
22,31727,606,Student,0,No
21,54177,616,Unemployed,0,No
35,23175,526,Employed,0,No
33,25556,521,Unemployed,0,No
22,38045,756,Student,1,No
30,71879,509,Employed,1,No
33,23081,842,Employed,1,No
35,28907,520,Unemployed,0,No
24,50081,798,Student,0,No
29,30567,797,Student,0,No
30,47889,577,Employed,0,No
27,54818,784,Student,1,No
23,46422,811,Student,1,No
24,62868,633,Student,0,No
27,79198,514,Student,1,No
24,44226,557,Unemployed,1,No
21,46946,602,Employed,1,No
24,59763,684,Student,0,No
25,53073,611,Employed,0,Yes
27,21620,610,Unemployed,1,No
24,85482,698,Employed,1,No
32,71216,808,Unemployed,1,No
33,57400,841,Unemployed,0,No
21,20035,515,Employed,0,No
18,55944,500,Student,1,No
30,40904,549,Unemployed,1,No
24,45006,716,Employed,1,No
20,56697,713,Employed,0,Yes
27,24586,561,Student,0,No
26,79890,604,Unemployed,0,No
33,42882,507,Unemployed,0,No
25,79669,796,Employed,1,No
26,22956,788,Student,0,No
22,48242,533,Student,1,No
18,24870,754,Student,1,No
31,42940,506,Employed,0,No
20,56808,644,Employed,1,No
24,55033,512,Employed,1,No
24,50778,729,Unemployed,0,No
31,84032,618,Employed,0,No
27,67714,545,Employed,1,No
32,81928,778,Unemployed,1,No
29,39096,664,Employed,1,No
31,42801,797,Student,1,No
32,65539,649,Unemployed,1,No
35,73454,684,Student,0,No
26,38040,670,Student,1,No
32,41532,521,Student,0,No
28,40896,793,Unemployed,0,No
30,30714,714,Unemployed,0,No
34,33607,794,Unemployed,1,No
